"constructorStandingsId","raceId","constructorId","points.x","position","positionText","wins","constructorRef","name.x","nationality","url.x","constructorResultsId","points.y","status","year","round","circuitId","name.y","date","time","url.y","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time"
9275,378,49,0,18,"18",0,"zakspeed","Zakspeed","German","http://en.wikipedia.org/wiki/Zakspeed",4423,0,"\N",1988,7,34,"French Grand Prix","1988-07-03","\N","http://en.wikipedia.org/wiki/1988_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9276,378,45,0,15,"15",0,"osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella",4422,0,"\N",1988,7,34,"French Grand Prix","1988-07-03","\N","http://en.wikipedia.org/wiki/1988_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9277,378,35,0,12,"12",0,"dallara","Dallara","Italian","http://en.wikipedia.org/wiki/Dallara",4418,0,"\N",1988,7,34,"French Grand Prix","1988-07-03","\N","http://en.wikipedia.org/wiki/1988_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9278,379,1,102,1,"1",8,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",4429,9,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9279,379,6,34,2,"2",0,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",4435,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9280,379,32,16,4,"4",0,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",4433,2,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9281,379,21,10,5,"5",0,"arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International",4434,1,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9282,379,22,17,3,"3",0,"benetton","Benetton","Italian","http://en.wikipedia.org/wiki/Benetton_Formula",4431,4,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9283,379,27,0,14,"14",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",4441,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9284,379,48,3,9,"9",0,"rial","Rial","German","http://en.wikipedia.org/wiki/Rial_%28racing_team%29",4443,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9285,379,25,5,8,"8",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",4440,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9286,379,18,1,10,"10",0,"minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi",4439,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9287,379,33,0,11,"11",0,"larrousse","Larrousse","French","http://en.wikipedia.org/wiki/Larrousse",4438,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9288,379,42,0,13,"13",0,"coloni","Coloni","Italian","http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems",4446,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9289,379,39,0,16,"16",0,"ags","AGS","French","http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives",4444,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9290,379,44,0,17,"17",0,"eurobrun","Euro Brun","Italian","http://en.wikipedia.org/wiki/Euro_Brun",4437,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9291,379,3,7,6,"6",0,"williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering",4430,6,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9292,379,37,5,7,"7",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",4432,3,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9293,379,49,0,18,"18",0,"zakspeed","Zakspeed","German","http://en.wikipedia.org/wiki/Zakspeed",4445,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9294,379,45,0,15,"15",0,"osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella",4442,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9295,379,35,0,12,"12",0,"dallara","Dallara","Italian","http://en.wikipedia.org/wiki/Dallara",4436,0,"\N",1988,8,9,"British Grand Prix","1988-07-10","\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9296,380,1,117,1,"1",9,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",4447,15,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9297,380,6,41,2,"2",0,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",4448,7,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9298,380,32,16,4,"4",0,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",4452,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9299,380,21,10,5,"5",0,"arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International",4451,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9300,380,22,18,3,"3",0,"benetton","Benetton","Italian","http://en.wikipedia.org/wiki/Benetton_Formula",4450,1,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9301,380,27,0,14,"14",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",4458,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9302,380,48,3,9,"9",0,"rial","Rial","German","http://en.wikipedia.org/wiki/Rial_%28racing_team%29",4455,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9303,380,25,5,8,"8",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",4453,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9304,380,18,1,10,"10",0,"minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi",4463,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9305,380,33,0,11,"11",0,"larrousse","Larrousse","French","http://en.wikipedia.org/wiki/Larrousse",4459,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9306,380,42,0,13,"13",0,"coloni","Coloni","Italian","http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems",4464,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9307,380,39,0,16,"16",0,"ags","AGS","French","http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives",4460,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9308,380,44,0,17,"17",0,"eurobrun","Euro Brun","Italian","http://en.wikipedia.org/wiki/Euro_Brun",4457,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9309,380,3,7,6,"6",0,"williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering",4461,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9310,380,37,7,7,"7",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",4449,2,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9311,380,49,0,18,"18",0,"zakspeed","Zakspeed","German","http://en.wikipedia.org/wiki/Zakspeed",4454,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9312,380,45,0,15,"15",0,"osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella",4462,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9313,380,35,0,12,"12",0,"dallara","Dallara","Italian","http://en.wikipedia.org/wiki/Dallara",4456,0,"\N",1988,9,10,"German Grand Prix","1988-07-24","\N","http://en.wikipedia.org/wiki/1988_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9314,381,1,132,1,"1",10,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",4465,15,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9315,381,6,44,2,"2",0,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",4467,3,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9316,381,32,16,4,"4",0,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",4470,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9317,381,21,10,5,"5",0,"arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International",4475,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9318,381,22,22,3,"3",0,"benetton","Benetton","Italian","http://en.wikipedia.org/wiki/Benetton_Formula",4466,4,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9319,381,27,0,14,"14",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",4476,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9320,381,48,3,9,"9",0,"rial","Rial","German","http://en.wikipedia.org/wiki/Rial_%28racing_team%29",4477,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9321,381,25,5,8,"8",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",4480,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9322,381,18,1,10,"10",0,"minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi",4472,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9323,381,33,0,11,"11",0,"larrousse","Larrousse","French","http://en.wikipedia.org/wiki/Larrousse",4471,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9324,381,42,0,13,"13",0,"coloni","Coloni","Italian","http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems",4474,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9325,381,39,0,16,"16",0,"ags","AGS","French","http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives",4479,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9326,381,44,0,17,"17",0,"eurobrun","Euro Brun","Italian","http://en.wikipedia.org/wiki/Euro_Brun",4473,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9327,381,3,8,7,"7",0,"williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering",4469,1,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9328,381,37,9,6,"6",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",4468,2,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9329,381,49,0,18,"18",0,"zakspeed","Zakspeed","German","http://en.wikipedia.org/wiki/Zakspeed",4481,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9330,381,45,0,15,"15",0,"osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella",4482,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9331,381,35,0,12,"12",0,"dallara","Dallara","Italian","http://en.wikipedia.org/wiki/Dallara",4478,0,"\N",1988,10,11,"Hungarian Grand Prix","1988-08-07","\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9332,382,1,147,1,"1",11,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",4483,15,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9333,382,6,44,2,"2",0,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",4496,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9334,382,32,19,4,"4",0,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",4485,3,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9335,382,21,13,6,"6",0,"arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International",4486,3,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9336,382,22,22,3,"3",0,"benetton","Benetton","Italian","http://en.wikipedia.org/wiki/Benetton_Formula",4494,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9337,382,27,0,14,"14",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",4491,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9338,382,48,3,9,"9",0,"rial","Rial","German","http://en.wikipedia.org/wiki/Rial_%28racing_team%29",4498,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9339,382,25,5,8,"8",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",4492,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9340,382,18,1,10,"10",0,"minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi",4499,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9341,382,33,0,11,"11",0,"larrousse","Larrousse","French","http://en.wikipedia.org/wiki/Larrousse",4489,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9342,382,42,0,13,"13",0,"coloni","Coloni","Italian","http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems",4495,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9343,382,39,0,16,"16",0,"ags","AGS","French","http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives",4490,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9344,382,44,0,17,"17",0,"eurobrun","Euro Brun","Italian","http://en.wikipedia.org/wiki/Euro_Brun",4500,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9345,382,3,8,7,"7",0,"williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering",4487,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9346,382,37,13,5,"5",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",4484,4,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9347,382,49,0,18,"18",0,"zakspeed","Zakspeed","German","http://en.wikipedia.org/wiki/Zakspeed",4493,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9348,382,45,0,15,"15",0,"osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella",4497,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9349,382,35,0,12,"12",0,"dallara","Dallara","Italian","http://en.wikipedia.org/wiki/Dallara",4488,0,"\N",1988,11,13,"Belgian Grand Prix","1988-08-28","\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9350,383,1,147,1,"1",11,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",4506,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9351,383,6,59,2,"2",1,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",4501,15,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9352,383,32,19,5,"5",0,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",4515,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9353,383,21,20,4,"4",0,"arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International",4502,7,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9354,383,22,23,3,"3",0,"benetton","Benetton","Italian","http://en.wikipedia.org/wiki/Benetton_Formula",4504,1,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9355,383,27,0,14,"14",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",4508,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9356,383,48,3,9,"9",0,"rial","Rial","German","http://en.wikipedia.org/wiki/Rial_%28racing_team%29",4512,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9357,383,25,5,8,"8",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",4507,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9358,383,18,1,10,"10",0,"minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi",4514,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9359,383,33,0,11,"11",0,"larrousse","Larrousse","French","http://en.wikipedia.org/wiki/Larrousse",4509,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9360,383,42,0,13,"13",0,"coloni","Coloni","Italian","http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems",4517,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9361,383,39,0,16,"16",0,"ags","AGS","French","http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives",4510,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9362,383,44,0,17,"17",0,"eurobrun","Euro Brun","Italian","http://en.wikipedia.org/wiki/Euro_Brun",4518,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9363,383,3,8,7,"7",0,"williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering",4505,0,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
9364,383,37,15,6,"6",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",4503,2,"\N",1988,12,14,"Italian Grand Prix","1988-09-11","\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
