"constructorStandingsId","raceId","constructorId","points","position","positionText","wins","year","round","circuitId","name.x","date","time","url.x","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","constructorRef","name.y","nationality","url.y"
6110,121,6,137,2,"2",6,2003,14,14,"Italian Grand Prix","2003-09-14","\N","http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
6109,121,3,141,1,"1",4,2003,14,14,"Italian Grand Prix","2003-09-14","\N","http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
6108,121,1,120,3,"3",2,2003,14,14,"Italian Grand Prix","2003-09-14","\N","http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
6127,122,19,18,7,"7",0,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
6126,122,7,14,8,"8",0,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
6125,122,17,13,9,"9",1,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
6124,122,18,0,10,"10",0,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
6123,122,16,18,6,"6",0,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
6122,122,15,19,5,"5",0,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
6121,122,4,84,4,"4",1,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
6120,122,6,147,1,"1",7,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
6119,122,3,144,2,"2",4,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
6118,122,1,128,3,"3",2,2003,15,19,"United States Grand Prix","2003-09-28","\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
6137,123,19,18,7,"7",0,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
6136,123,7,16,8,"8",0,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
6135,123,17,13,9,"9",1,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
6134,123,18,0,10,"10",0,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
6133,123,16,26,5,"5",0,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
6132,123,15,19,6,"6",0,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
6131,123,4,88,4,"4",1,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
6130,123,6,158,1,"1",8,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
6129,123,3,144,2,"2",4,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
6128,123,1,142,3,"3",2,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5805,124,7,1,6,"6",0,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5804,124,18,2,5,"5",0,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5803,124,19,3,4,"4",0,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5802,124,1,4,3,"3",0,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5801,124,3,6,2,"2",0,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5800,124,6,10,1,"1",1,2002,1,1,"Australian Grand Prix","2002-03-03","\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5816,125,21,0,11,"11",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5815,125,17,0,10,"10",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5814,125,16,0,9,"9",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5813,125,15,3,6,"6",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5812,125,4,3,5,"5",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5811,125,7,1,8,"8",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5810,125,18,2,7,"7",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5809,125,19,3,4,"4",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5808,125,1,4,3,"3",0,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5807,125,3,22,1,"1",1,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5806,125,6,14,2,"2",1,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5827,126,21,0,11,"11",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5826,126,17,0,10,"10",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5825,126,16,0,9,"9",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5824,126,15,3,6,"6",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5823,126,4,6,4,"4",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5822,126,7,2,8,"8",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5821,126,18,2,7,"7",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5820,126,19,3,5,"5",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5819,126,1,8,3,"3",0,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5818,126,3,30,1,"1",1,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5817,126,6,24,2,"2",2,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5838,127,21,0,11,"11",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5837,127,17,0,10,"10",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5836,127,16,0,9,"9",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5835,127,15,3,6,"6",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5834,127,4,8,4,"4",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5833,127,7,2,8,"8",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5832,127,18,2,7,"7",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5831,127,19,3,5,"5",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5830,127,1,9,3,"3",0,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5829,127,3,37,2,"2",1,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5828,127,6,40,1,"1",3,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5849,128,21,1,9,"9",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5848,128,17,0,11,"11",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5847,128,16,0,10,"10",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5846,128,15,8,5,"5",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5845,128,4,8,4,"4",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5844,128,7,2,8,"8",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5843,128,18,2,7,"7",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5842,128,19,3,6,"6",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5841,128,1,13,3,"3",0,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5840,128,3,43,2,"2",1,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5839,128,6,50,1,"1",4,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5860,129,21,1,10,"10",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5859,129,17,2,8,"8",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5858,129,16,0,11,"11",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5857,129,15,8,5,"5",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5856,129,4,8,4,"4",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5855,129,7,2,9,"9",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5854,129,18,2,7,"7",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5853,129,19,3,6,"6",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5852,129,1,14,3,"3",0,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5851,129,3,50,2,"2",1,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
5850,129,6,66,1,"1",5,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
5871,130,21,2,10,"10",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
5870,130,17,4,6,"6",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jordan","Jordan","Irish","http://en.wikipedia.org/wiki/Jordan_Grand_Prix"
5869,130,16,0,11,"11",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bar","BAR","British","http://en.wikipedia.org/wiki/British_American_Racing"
5868,130,15,8,5,"5",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
5867,130,4,11,4,"4",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
5866,130,7,2,9,"9",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toyota","Toyota","Japanese","http://en.wikipedia.org/wiki/Toyota_Racing"
5865,130,18,2,8,"8",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","minardi","Minardi","Italian","http://en.wikipedia.org/wiki/Minardi"
5864,130,19,3,7,"7",0,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","jaguar","Jaguar","British","http://en.wikipedia.org/wiki/Jaguar_Racing"
5863,130,1,24,3,"3",1,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
5862,130,3,54,2,"2",1,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
